parent,name
campsicnemus,campsicnemus mirabilis
camptorhynchus,camptorhynchus labradorius
caracara,caracara lutosa
carelia,carelia anceophila
carelia,carelia bicolor
carelia,carelia cochlea
carelia,carelia cumingiana
carelia,carelia dolei
carelia,carelia evelynae
carelia,carelia glossema
carelia,carelia hyattiana
carelia,carelia kalalauensis
carelia,carelia knudseni
carelia,carelia lirata
carelia,carelia lymani
carelia,carelia mirabilis
carelia,carelia necra
carelia,carelia olivacea
carelia,carelia paradoxa
carelia,carelia periscelis
carelia,carelia pilsbryi
carelia,carelia sinclairi
carelia,carelia tenebrosa
carelia,carelia turricula
carpodacus,carpodacus ferreorostris
casearia,casearia quinduensis
casearia,casearia tinifolia
cenchrus,cenchrus agrimonioides var. laysanensis
centaurea,centaurea pseudoleucolepis
centrobunus,centrobunus braueri
chaeropus,chaeropus ecaudatus
chaetoptila,chaetoptila angustipluma
chambardia,chambardia letourneuxi
characodon,characodon garmani
chasmistes,chasmistes muriei
chelonoidis,chelonoidis abingdonii
chelonoidis,chelonoidis niger
chenonetta,chenonetta finschi
chilonopsis,chilonopsis blofeldi
chilonopsis,chilonopsis exulatus
chilonopsis,chilonopsis helena
chilonopsis,chilonopsis melanoides
chilonopsis,chilonopsis nonpareil
chilonopsis,chilonopsis subplicatus
chilonopsis,chilonopsis subtruncatus
chilonopsis,chilonopsis turtoni
chioninia,chioninia coctei
chloridops,chloridops kona
chlorostilbon,chlorostilbon bracei
chlorostilbon,chlorostilbon elegans
chondrostoma,chondrostoma scodrense
chrysophyllum,chrysophyllum januariense
ciridops,ciridops anna
clappia,clappia cahabensis
clappia,clappia umbilicata
clavicoccus,clavicoccus erinaceus
clelia,clelia errabunda
clermontia,clermontia multiflora
cnidoscolus,cnidoscolus fragrans
coenocorypha,coenocorypha barrierensis
coenocorypha,coenocorypha iredalei
colaptes,colaptes oceanicus
coleophora,coleophora leucochrysella
collisella,collisella edmitchelli
colparion,colparion madgei
columba,columba jouyi
columba,columba thiriouxi
columba,columba versicolor
commidendrum,commidendrum gummiferum
conilurus,conilurus albipes
conilurus,conilurus capricornensis
conozoa,conozoa hyalina
contomastix,contomastix charrua
conuropsis,conuropsis carolinensis
copeoglossum,copeoglossum redondae
coregonus,coregonus alpenae
coregonus,coregonus bezola
coregonus,coregonus fera
coregonus,coregonus gutturosus
coregonus,coregonus hiemalis
coregonus,coregonus johannae
coregonus,coregonus nigripinnis
coregonus,coregonus oxyrinchus
coregonus,coregonus restrictus
coryphomys,coryphomys buehleri
cottus,cottus echinatus
coturnix,coturnix novaezelandiae
coua,coua delalandei
craugastor,craugastor chrysozetetes
craugastor,craugastor escoces
crudia,crudia zeylanica
cryptonanus,cryptonanus ignitus
cryptoprocta,cryptoprocta spelea
ctenochromis,ctenochromis pectoralis
ctenoglypta,ctenoglypta newtoni
cupaniopsis,cupaniopsis crassivalvis
cyanea,cyanea arborea
cyanea,cyanea comata
cyanea,cyanea copelandii subsp. copelandii
cyanea,cyanea cylindrocalyx
cyanea,cyanea dolichopoda
cyanea,cyanea eleeleensis
cyanea,cyanea giffardii
cyanea,cyanea linearifolia
cyanea,cyanea mauiensis
cyanea,cyanea minutiflora
cyanea,cyanea parvifolia
cyanea,cyanea pohaku
cyanea,cyanea pycnocarpa
cyanea,cyanea quercifolia
cyanea,cyanea sessilifolia
cyanea,cyanea superba ssp. regina
cyanoramphus,cyanoramphus ulietanus
cyanoramphus,cyanoramphus zealandicus
cyclophorus,cyclophorus horridulum
cyclosurus,cyclosurus mariei
cyclura,cyclura onchiopsis
cylindraspis,cylindraspis indica
cylindraspis,cylindraspis inepta
cylindraspis,cylindraspis peltastes
cylindraspis,cylindraspis triserrata
cylindraspis,cylindraspis vosmaeri
cynometra,cynometra beddomei
cyperus,cyperus rockii
cyprinodon,cyprinodon arcuatus
cyprinodon,cyprinodon ceciliae
cyprinodon,cyprinodon inmemoriam
cyprinodon,cyprinodon latifasciatus
cyprinodon,cyprinodon spp.
cyprinus,cyprinus yilongensis
cyrtandra,cyrtandra olona
delilia,delilia inelegans
delissea,delissea niihauensis
delissea,delissea subcordata
delissea,delissea subcordata subsp. obtusifolia
delissea,delissea subcordata subsp. subcordata
delissea,delissea undulata
deloneura,deloneura immaculata
diaphorapteryx,diaphorapteryx hawkinsi
diastole,diastole matafaoi
diceros,diceros bicornis ssp. longipes
dicrogonatus,dicrogonatus gardineri
dracaena,dracaena umbraculifera
drepanis,drepanis funerea
drepanis,drepanis pacifica
dromaius,dromaius baudinianus
dromaius,dromaius minor
drosophila,drosophila lanaiensis
dryolimnas,dryolimnas augusti
dryophthorus,dryophthorus distinguendus
dryopteris,dryopteris ascensionis
dupontia,dupontia proletaria
dusicyon,dusicyon australis
dusicyon,dusicyon avus
dysmorodrepanis,dysmorodrepanis munroi
eclectus,eclectus infectus
ectodemia,ectodemia castaneae
ectodemia,ectodemia phleophaga
ectopistes,ectopistes migratorius
elimia,elimia brevis
elimia,elimia clausa
elimia,elimia fusiformis
elimia,elimia gibbera
elimia,elimia hartmaniana
elimia,elimia impressa
elimia,elimia jonesi
elimia,elimia lachryma
elimia,elimia laeta
elimia,elimia macglameriana
elimia,elimia pilsbryi
elimia,elimia pupaeformis
elimia,elimia pygmaea
elimia,elimia vanuxemiana
emoia,emoia nativitatis
empetrichthys,empetrichthys merriami
epioblasma,epioblasma arcaeformis
epioblasma,epioblasma biemarginata
epioblasma,epioblasma flexuosa
epioblasma,epioblasma florentina ssp. florentina
epioblasma,epioblasma haysiana
epioblasma,epioblasma lenior
epioblasma,epioblasma lewisii
epioblasma,epioblasma personata
epioblasma,epioblasma propinqua
epioblasma,epioblasma sampsonii
epioblasma,epioblasma stewardsonii
epioblasma,epioblasma torulosa ssp. gubernaculum
epioblasma,epioblasma torulosa ssp. torulosa
epioblasma,epioblasma turgidula
equus,equus hemionus ssp. hemippus
equus,equus quagga ssp. quagga
erepta,erepta nevilli
erythrolamprus,erythrolamprus perfuscus
erythromachus,erythromachus leguati
etheostoma,etheostoma sellare
eucarlia,eucarlia alluaudi
eudontomyzon,eudontomyzon sp. nov. 'migratory'
eulophia,eulophia stenopetala
euphorbia,euphorbia celastroides var. tomentella
euphorbia,euphorbia remyi var. hanaleiensis
euphrasia,euphrasia mendoncae
evarra,evarra bustamantei
evarra,evarra eigenmanni
evarra,evarra tlahuacensis
falco,falco duboisi
fitchia,fitchia mangarevensis
flabellidium,flabellidium spinosum
fluvidona,fluvidona dulvertonensis
foudia,foudia delloni
fregilupus,fregilupus varius
fulica,fulica newtonii
fundulus,fundulus albolineatus
galba,galba vancouverensis
galipea,galipea ossana
gallinula,gallinula nesiotis
gambusia,gambusia amistadensis
gambusia,gambusia georgei
gasterosteus,gasterosteus crenobiontus
gastrocopta,gastrocopta chichijimana
gastrocopta,gastrocopta ogasawarana
gazella,gazella bilkis
gazella,gazella saudiya
genophantis,genophantis leahi
geocapromys,geocapromys columbianus
geocapromys,geocapromys thoracatus
geonemertes,geonemertes rodericana
germainaia,germainaia geayi
gerygone,gerygone insularis
gibbus,gibbus lyonetianus
gila,gila crassicauda
glaucopsyche,glaucopsyche xerces
gomidesia,gomidesia cambessedeana
gonidomus,gonidomus newtoni
gonospira,gonospira nevilli
graecoanatolica,graecoanatolica macedonica
guettarda,guettarda retusa
gulella,gulella mayottensis
gyrotoma,gyrotoma excisa
gyrotoma,gyrotoma lewisii
gyrotoma,gyrotoma pagoda
gyrotoma,gyrotoma pumila
gyrotoma,gyrotoma pyramidata
gyrotoma,gyrotoma walkeri
habenaria,habenaria petromedusa
haematopus,haematopus meadewaldoi
harmogenanina,harmogenanina linophora
harmogenanina,harmogenanina subdetecta
helenoconcha,helenoconcha leptalea
helenoconcha,helenoconcha minutissima
helenoconcha,helenoconcha polyodon
helenoconcha,helenoconcha pseustes
helenoconcha,helenoconcha sexdentata
helenodiscus,helenodiscus bilamellata
helenodiscus,helenodiscus vernoni
heleobia,heleobia spinellii
helicopsis,helicopsis paulhessei
helicoverpa,helicoverpa confusa
helicoverpa,helicoverpa minuta
heliotropium,heliotropium pannifolium
hemignathus,hemignathus lucidus
hernandia,hernandia drakeana
heteralocha,heteralocha acutirostris
heteropsomys,heteropsomys insulans
hexolobodon,hexolobodon phenax
hibiscadelphus,hibiscadelphus bombycinus
hibiscadelphus,hibiscadelphus crucibracteatus
hibiscadelphus,hibiscadelphus wilderianus
hibiscadelphus,hibiscadelphus woodii
himatione,himatione fraithii
hippopotamus,hippopotamus lemerlei
hippopotamus,hippopotamus madagascariensis
hippotragus,hippotragus leucophaeus
hirasea,hirasea planulata
hirstienus,hirstienus nanus
hopea,hopea shingkeng
hoplodactylus,hoplodactylus delcourti
huso,huso huso adriatic sea stock
hydrobia,hydrobia gracilis
hydrodamalis,hydrodamalis gigas
hydropsyche,hydropsyche tobiasi
hygrotus,hygrotus artus
hypena,hypena laysanensis
hypena,hypena newelli
hypena,hypena plagiota
hypena,hypena senicula
hypolimnus,hypolimnus pedderensis
hypotaenidia,hypotaenidia dieffenbachii
hypotaenidia,hypotaenidia pacifica
hypotaenidia,hypotaenidia poeciloptera
hypotaenidia,hypotaenidia wakensis
hypselotriton,hypselotriton wolterstorffi
ilex,ilex gardneriana
ilex,ilex ternatiflora
incerticyclus,incerticyclus cinereus
incerticyclus,incerticyclus martinicensis
incilius,incilius periglenes
islamia,islamia ateni
isolobodon,isolobodon montanus
isolobodon,isolobodon portoricensis
ixobrychus,ixobrychus novaezelandiae
juscelinomys,juscelinomys candango
kobus,kobus leche ssp. robertsi
kokia,kokia lanceolata
labidura,labidura herculeana
lagorchestes,lagorchestes asomatus
lagorchestes,lagorchestes leporides
lagostomus,lagostomus crassus
lamellidea,lamellidea monodonta
lamellidea,lamellidea nakadai
lampsilis,lampsilis binominata
leiocephalus,leiocephalus cuneus
leiocephalus,leiocephalus eremitus
leiocephalus,leiocephalus herminieri
leiolopisma,leiolopisma mauritiana
leiorhagium,leiorhagium solemi
leiostyla,leiostyla lamellosa
lepidium,lepidium amissum
lepidium,lepidium obtusatum
lepidochrysops,lepidochrysops hypopolia
lepidomeda,lepidomeda altivelis
leporillus,leporillus apicalis
leptoxis,leptoxis clipeata
leptoxis,leptoxis compacta
leptoxis,leptoxis foremanii
leptoxis,leptoxis formosa
leptoxis,leptoxis ligata
leptoxis,leptoxis lirata
leptoxis,leptoxis occultata
leptoxis,leptoxis showalterii
leptoxis,leptoxis torrefacta
leptoxis,leptoxis vittata
leucocharis,leucocharis loyaltiensis
leucocharis,leucocharis porphyrocheila
levuana,levuana irridescens
libera,libera subcavernula
libera,libera tumuloides
libythea,libythea cinyras
licania,licania caldasiana
liocypris,liocypris grandis
lithobates,lithobates fisheri
littoraria,littoraria flammea
littoridina,littoridina gaudichaudii
logania,logania depressa
lophopsittacus,lophopsittacus bensoni
lophopsittacus,lophopsittacus mauritianus
lottia,lottia alveus
loxops,loxops wolstenholmei
lyropupa,lyropupa perlonga
macrobrachium,macrobrachium leptodactylus
macropus,macropus greyi
macrotis,macrotis leucura
madhuca,madhuca insignis
margatteoidea,margatteoidea amoena
marstonia,marstonia olivacea
mascarenotus,mascarenotus grucheti
mascarenotus,mascarenotus murivorus
mascarenotus,mascarenotus sauzieri
mascarinus,mascarinus mascarin
mautodontha,mautodontha acuticosta
mautodontha,mautodontha consimilis
mautodontha,mautodontha consobrina
mautodontha,mautodontha maupiensis
mautodontha,mautodontha parvidens
mautodontha,mautodontha punctiperforata
mautodontha,mautodontha saintjohni
mautodontha,mautodontha subtilis
mautodontha,mautodontha unilamellata
mautodontha,mautodontha zebrina
mecodema,mecodema punctellum
medionidus,medionidus mcglameriae
megadytes,megadytes ducalis
megalagrion,megalagrion jugorum
megalobulimus,megalobulimus cardosoi
megalomys,megalomys desmarestii
megalomys,megalomys luciae
megaoryzomys,megaoryzomys curioi
melanoplus,melanoplus spretus
melicope,melicope cruciata
melicope,melicope haleakalae
melicope,melicope macropus
melicope,melicope nealae
melicope,melicope obovata
melicope,melicope paniculata
melomys,melomys rubicola
mercuria,mercuria letourneuxiana
mergus,mergus australis
metazalmoxis,metazalmoxis ferruginea
microgoura,microgoura meeki
mirogrex,mirogrex hulensis
moho,moho apicalis
moho,moho bishopi
moho,moho braccatus
moho,moho nobilis
moxostoma,moxostoma lacerum
mundia,mundia elpenor
myadestes,myadestes myadestinus
myadestes,myadestes woahensis
myiagra,myiagra freycineti
myosotis,myosotis laingii
myrcia,myrcia skeldingii
namibcypris,namibcypris costata
nancibella,nancibella quintalia
nannococcyx,nannococcyx psix
nannophrys,nannophrys guentheri
necropsar,necropsar rodericanus
necropsittacus,necropsittacus rodricanus
neduba,neduba extincta
neomacounia,neomacounia nitida
neomonachus,neomonachus tropicalis
neoplanorbis,neoplanorbis carinatus
neoplanorbis,neoplanorbis smithi
neoplanorbis,neoplanorbis tantillus
neoplanorbis,neoplanorbis umbilicatus
neotoma,neotoma bryanti ssp. anthonyi
neotoma,neotoma bryanti ssp. bunkeri
neotoma,neotoma bryanti ssp. martinensis
neovison,neovison macrodon
nesillas,nesillas aldabrana
nesiota,nesiota elliptica
nesoenas,nesoenas cicur
nesoenas,nesoenas duboisi
nesoenas,nesoenas rodericanus
nesophontes,nesophontes edithae
nesophontes,nesophontes hypomicrus
nesophontes,nesophontes major
nesophontes,nesophontes micrus
nesophontes,nesophontes paramicrus
nesophontes,nesophontes zamicrus
nesopupa,nesopupa turtoni
nesoryzomys,nesoryzomys darwini
nesoryzomys,nesoryzomys indefessus
nestor,nestor productus
newcombia,newcombia philippiana
noronhomys,noronhomys vespuccii
notomys,notomys amplus
notomys,notomys longicaudatus
notomys,notomys macrotis
notomys,notomys mordax
notomys,notomys robustus
notropis,notropis amecae
notropis,notropis aulidion
notropis,notropis orca
notropis,notropis saladonis
noturus,noturus trautmani
nyctanassa,nyctanassa carcinocatactes
nycticorax,nycticorax duboisi
nycticorax,nycticorax mauritianus
nycticorax,nycticorax megacephalus
ochrosia,ochrosia brownii
ochrosia,ochrosia fatuhivensis
ochrosia,ochrosia tahitensis
oeceoclades,oeceoclades seychellarum
oeobia,oeobia sp. nov.
ohridohauffenia,ohridohauffenia drimica
oldenlandia,oldenlandia adscensionis
oleacina,oleacina guadeloupensis
oligoryzomys,oligoryzomys victus
omphalotropis,omphalotropis plicosa
oncorhynchus,oncorhynchus nerka columbia river: payette r
oncorhynchus,oncorhynchus nerka columbia river: suttle lk/deschutes r
oncorhynchus,oncorhynchus nerka columbia river: upper, headwater/arrow, whatsan lk
oncorhynchus,oncorhynchus nerka columbia river: wallowa lk
oncorhynchus,oncorhynchus nerka columbia river: yakima r
onychogalea,onychogalea lunata
oodemas,oodemas laysanensis
ormosia,ormosia howii
orthomorpha,orthomorpha crinita
oryzomys,oryzomys antillarum
oryzomys,oryzomys nelsoni
otophora,otophora unilocularis
ourebia,ourebia ourebi ssp. kenyae
pachnodus,pachnodus curiosus
pachnodus,pachnodus ladiguensis
pachnodus,pachnodus velutinus
pachystyla,pachystyla rufozonata
pacifastacus,pacifastacus nigrescens
palaeopropithecus,palaeopropithecus ingens
pantanodon,pantanodon madagascariensis
panthera,panthera tigris ssp. balica
panthera,panthera tigris ssp. sondaica
panthera,panthera tigris ssp. virgata
panulena,panulena perrugosa
paroreomyza,paroreomyza flammea
partula,partula arguta
partula,partula atilis
partula,partula aurantia
partula,partula auriculata
partula,partula bilineata
partula,partula callifera
partula,partula candida
partula,partula cedista
partula,partula citrina
partula,partula crassilabris
partula,partula cuneata
partula,partula cytherea
partula,partula dolichostoma
partula,partula dolorosa
partula,partula eremita
partula,partula formosa
partula,partula garretti
partula,partula imperforata
partula,partula jackieburchi
partula,partula labrusca
partula,partula leptochila
partula,partula levistriata
partula,partula lugubris
partula,partula lutea
partula,partula navigatoria
partula,partula planilabrum
partula,partula producta
partula,partula protracta
partula,partula raiatensis
partula,partula remota
partula,partula sagitta
partula,partula salifana
partula,partula suturalis ssp. suturalis
partula,partula taeniata ssp. taeniata
partula,partula turgida
partula,partula umbilicata
partulina,partulina crassa
partulina,partulina montagui
pausinystalia,pausinystalia brachythyrsum
pelusios,pelusios seychellensis
pennatomys,pennatomys nivalis
pentagenia,pentagenia robusta
perameles,perameles eremiana
perdicella,perdicella fulgurans
perdicella,perdicella maniensis
perdicella,perdicella zebra
perdicella,perdicella zebrina
peromona,peromona erinacea
peromyscus,peromyscus pembertoni
pezophaps,pezophaps solitaria
phalacrocorax,phalacrocorax perspicillatus
phelsuma,phelsuma gigas
pholidoscelis,pholidoscelis cineraceus
phrynomedusa,phrynomedusa fimbriata
phyllococcus,phyllococcus oahuensis
physella,physella microstriata
pinguinus,pinguinus impennis
pipilo,pipilo naufragus
pipistrellus,pipistrellus murrayi
placostylus,placostylus bivaricosus ssp. etheridgei
placostylus,placostylus cuniculinsulae
plagiodontia,plagiodontia ipnaeum
planorbella,planorbella multivolvis
platytropius,platytropius siamensis
plectostoma,plectostoma sciaphilum
pleorotus,pleorotus braueri
plethodon,plethodon ainsworthi
pleurobema,pleurobema altum
pleurobema,pleurobema avellanum
pleurobema,pleurobema bournianum
pleurobema,pleurobema flavidulum
pleurobema,pleurobema hagleri
pleurobema,pleurobema johannis
pleurobema,pleurobema murrayense
pleurobema,pleurobema nucleopsis
pleurobema,pleurobema perovatum
pleurobema,pleurobema troschelianum
pleurobema,pleurobema verum
pleurodonte,pleurodonte desidens
pluchea,pluchea glutinosa
podiceps,podiceps andinus
podilymbus,podilymbus gigas
pogonichthys,pogonichthys ciscoides
pomarea,pomarea fluxa
pomarea,pomarea nukuhivae
pomarea,pomarea pomarea
poodytes,poodytes rufescens
porphyrio,porphyrio albus
porphyrio,porphyrio caerulescens
porphyrio,porphyrio kukwiedei
porphyrio,porphyrio mantelli
porphyrio,porphyrio paepae
posticobia,posticobia norfolkensis
potorous,potorous platyops
pouteria,pouteria stenophylla
pradosia,pradosia argentea
pradosia,pradosia glaziovii
pradosia,pradosia mutisii
priapella,priapella bonita
procambarus,procambarus angustatus
prolagus,prolagus sardus
prosobonia,prosobonia cancellata
prosobonia,prosobonia ellisi
prosobonia,prosobonia leucoptera
prototroctes,prototroctes oxyrhynchus
psephotellus,psephotellus pulcherrimus
pseudamnicola,pseudamnicola barratei
pseudamnicola,pseudamnicola desertorum
pseudamnicola,pseudamnicola doumeti
pseudamnicola,pseudamnicola globulina
pseudamnicola,pseudamnicola latasteana
pseudamnicola,pseudamnicola oudrefica
pseudamnicola,pseudamnicola ragia
pseudamnicola,pseudamnicola singularis
pseudobactricia,pseudobactricia ridleyi
pseudocampylaea,pseudocampylaea loweii
pseudohelenoconcha,pseudohelenoconcha spurca
pseudomys,pseudomys auritus
pseudomys,pseudomys glaucus
pseudomys,pseudomys gouldii
pseudophilautus,pseudophilautus adspersus
pseudophilautus,pseudophilautus dimbullae
pseudophilautus,pseudophilautus eximius
pseudophilautus,pseudophilautus extirpo
pseudophilautus,pseudophilautus halyi
pseudophilautus,pseudophilautus hypomelas
pseudophilautus,pseudophilautus leucorhinus
pseudophilautus,pseudophilautus maia
pseudophilautus,pseudophilautus malcolmsmithi
pseudophilautus,pseudophilautus nanus
pseudophilautus,pseudophilautus nasutus
pseudophilautus,pseudophilautus oxyrhynchus
pseudophilautus,pseudophilautus pardus
pseudophilautus,pseudophilautus rugatus
pseudophilautus,pseudophilautus stellatus
pseudophilautus,pseudophilautus temporalis
pseudophilautus,pseudophilautus variabilis
pseudophilautus,pseudophilautus zal
pseudophilautus,pseudophilautus zimmeri
pseudophoxinus,pseudophoxinus handlirschi
psiadia,psiadia schweinfurthii
psidium,psidium dumetorum
psittacara,psittacara labati
psittacula,psittacula exsul
psittacula,psittacula wardi
pterodroma,pterodroma rupinarum
pteropus,pteropus brunneus
pteropus,pteropus pilosus
pteropus,pteropus subniger
pteropus,pteropus tokudae
ptilinopus,ptilinopus mercierii
ptychochromis,ptychochromis onilahy
pupilla,pupilla obliquicosta
pyrgulopsis,pyrgulopsis nevadensis
pyrocephalus,pyrocephalus dubius
quintalia,quintalia flosculus
quintalia,quintalia stoddartii
quiscalus,quiscalus palustris
radula,radula visianica
raphus,raphus cucullatus
rattus,rattus macleari
rattus,rattus nativitatis
rauvolfia,rauvolfia nukuhivensis
rhachis,rhachis comorensis
rhachis,rhachis sanguineus
rhachistia,rhachistia aldabrae
rhantus,rhantus novacaledoniae
rhantus,rhantus orbignyi
rhantus,rhantus papuanus
rheobatrachus,rheobatrachus silus
rheobatrachus,rheobatrachus vitellinus
rhinichthys,rhinichthys deaconi
rhodacanthis,rhodacanthis flaviceps
rhodacanthis,rhodacanthis palmeri
rhyacophila,rhyacophila amabilis
rhyncogonus,rhyncogonus bryani
romankenkius,romankenkius pedderensis
romanogobio,romanogobio antipai
rucervus,rucervus schomburgki
ryania,ryania speciosa var. mutisii
salmo,salmo pallaryi
salvelinus,salvelinus agassizii
salvelinus,salvelinus neocomensis
salvelinus,salvelinus profundus
samoana,samoana inflata
sanicula,sanicula kauaiensis
santalum,santalum fernandezianum
sceloglaux,sceloglaux albifacies
scelotes,scelotes guentheri
schiedea,schiedea amplexicaulis
scotorythra,scotorythra megalophylla
scotorythra,scotorythra nesiotes
shorea,shorea cuspidata
sicyos,sicyos villosus
siettitia,siettitia balsetensis
sinployea,sinployea canalis
sinployea,sinployea decorticata
sinployea,sinployea harveyensis
sinployea,sinployea otareae
sinployea,sinployea planospira
sinployea,sinployea proxima
sinployea,sinployea rudis
sinployea,sinployea tenuicostata
sinployea,sinployea youngi
sitalcicus,sitalcicus gardineri
solenodon,solenodon marcanoi
somatogyrus,somatogyrus alcoviensis
somatogyrus,somatogyrus amnicoloides
somatogyrus,somatogyrus crassilabris
somatogyrus,somatogyrus wheeleri
spirobolellus,spirobolellus praslinus
sporobolus,sporobolus durus
stachytarpheta,stachytarpheta fallax
stagnicola,stagnicola pilsbryi
stellaria,stellaria elatinoides
stenocarpus,stenocarpus dumbeensis
sterculia,sterculia khasiana
stipax,stipax triangulifer
stonemyia,stonemyia volutina
streblorrhiza,streblorrhiza speciosa
stygobromus,stygobromus lucifugus
stypodon,stypodon signifer
sus,sus bucculentus
syncaris,syncaris pasadenae
tachybaptus,tachybaptus rufolavatus
tachygyia,tachygyia microlepis
taipidon,taipidon anceyana
taipidon,taipidon marquesana
taipidon,taipidon octolamellata
taudactylus,taudactylus diurnus
telestes,telestes ukliva
tetradactylus,tetradactylus eastwoodae
tetramolopium,tetramolopium consanguineum subsp. consanguineum
thaumatodon,thaumatodon multilamellata
thomasettia,thomasettia seychellana
threskiornis,threskiornis solitarius
thylacinus,thylacinus cynocephalus
tischeria,tischeria perplexa
tokea,tokea orthostichon
tomigerus,tomigerus gibberulus
tomigerus,tomigerus turbinatus
tornelasmias,tornelasmias capricorni
traversia,traversia lyalli
triaenodes,triaenodes phalacris
triaenodes,triaenodes tridonata
tribonyx,tribonyx hodgenorum
trigonoscuta,trigonoscuta rossi
trigonoscuta,trigonoscuta yorbalindae
trilepidea,trilepidea adamsii
tristramella,tristramella intermedia
tristramella,tristramella magdelainae
tristramella,tristramella sacra
tritocleis,tritocleis microphylla
trochetiopsis,trochetiopsis melanoxylon
trochoidea,trochoidea picardi
tropidophora,tropidophora desmazuresi
tropidophora,tropidophora semilineata
tropodiaptomus,tropodiaptomus ctenopus
turdus,turdus ravidus
turnagra,turnagra capensis
turnagra,turnagra tanagra
typhlops,typhlops cariei
unio,unio cariei
unio,unio madagascariensis
unio,unio malgachensis
upupa,upupa antaios
valerianella,valerianella affinis
vanvoorstia,vanvoorstia bennettiana
vernonia,vernonia sechellensis
viola,viola cryana
viridonia,viridonia sagittirostris
vitrea,vitrea storchi
vitrinula,vitrinula chaunax
vitrinula,vitrinula chichijimana
vitrinula,vitrinula hahajimana
weinmannia,weinmannia spiraeoides
wendlandia,wendlandia angustifolia
wikstroemia,wikstroemia hanalei
wikstroemia,wikstroemia skottsbergiana
xanthostemon,xanthostemon sebertii
xenicus,xenicus longipes
xenothrix,xenothrix mcgregori
xystichromis,xystichromis bayoni
zalophus,zalophus japonicus
zapornia,zapornia astrictocarpus
zapornia,zapornia monasa
zapornia,zapornia nigra
zapornia,zapornia palmeri
zapornia,zapornia sandwichensis
zonites,zonites santoriniensis
zonites,zonites siphnicus
zoothera,zoothera terrestris
zosterops,zosterops conspicillatus
zosterops,zosterops semiflavus
zosterops,zosterops strenuus
